Latitude,Longitude
57.28455867,-116.8121627
57.2408588,-113.4984478
58.48792652,-115.9234327
57.19614464,-113.5837692
57.15259171,-116.88958
55.86160863,-119.1483626
57.11014167,-116.8141248
58.90583246,-116.8141248
57.61378335,-119.1805758
55.81772145,-119.1805758
57.06629975,-116.8490921
58.31355766,-119.2621252
57.02188477,-116.9334236
56.97861941,-113.6430585
58.22597231,-111.2359759
58.18066289,-114.6367704
56.38476476,-114.6367704
57.63275186,-112.2690852
55.83669546,-112.2690852
57.63275186,-112.2690852
56.34149085,-114.5561552
56.2993231,-111.3244566
57.54740016,-113.6866002
55.75131898,-113.6866002
57.54740016,-113.6866002
58.79413038,-111.240282
58.74780776,-114.6963429
58.70156899,-118.1478179
56.90582005,-118.1478179
58.70156899,-118.1478179
59.94698616,-115.6170224
59.8985023,-119.1920487
58.60578261,-116.7589052
57.31392624,-114.4117616
58.56091392,-111.9817319
59.80649485,-114.5018658
58.01105799,-114.5018658
57.96612343,-117.8822991
57.92126669,-114.5060861
56.62983373,-116.8105758
58.42566154,-116.8105758
59.67139893,-119.3205565
57.87592424,-119.3205565
56.58451856,-117.0188259
55.29385158,-114.7924184
57.09006605,-114.7924184
57.04668849,-118.0888059
57.00338237,-121.3813589
55.71248363,-119.1311924
56.96117017,-116.8062808
55.67029512,-119.0540245
55.62917257,-115.8777516
56.87794447,-118.1974921
56.83491464,-121.4752302
56.79195485,-118.201244
55.50117401,-120.4393397
57.29732796,-120.4393397
56.00626216,-118.1721212
57.80226945,-118.1721212
59.04871558,-115.7077233
59.00192817,-112.2261985
57.70981638,-114.5989142
56.41850981,-116.8906056
56.37621978,-120.1288169
57.6242159,-117.7616873
57.57994491,-121.1061967
59.37550277,-121.1061967
59.32810857,-117.591328
59.2808031,-114.0813418
57.98850676,-111.6902174
59.23474325,-114.1680278
59.18761184,-117.6684421
57.89537761,-120.0533768
57.85064298,-116.6837829
56.55925246,-114.3835873
55.26859923,-112.1585931
56.51773737,-114.4562721
57.76558384,-112.0799001
59.56108948,-112.0799001
59.51334547,-115.6140429
59.46569182,-112.0848822
57.67015935,-112.0848822
57.62581029,-115.4336101
56.33455337,-117.720265
58.13046594,-117.720265
58.08532367,-121.1119749
59.33145047,-118.6271236
57.53588019,-118.6271236
58.78262317,-121.072632
56.98689733,-121.072632
58.23424128,-118.6649892
56.94261748,-120.9887456
58.19000928,-118.5840962
56.89841273,-116.2630865
56.85534952,-119.542613
58.10283537,-117.1438372
56.81129226,-119.4594567
55.52050071,-117.2202637
55.47960654,-120.3844845
57.27576678,-120.3844845
55.98471336,-118.1185276
57.23311897,-115.7765223
55.94208999,-113.5130557
57.19053979,-115.8523646
55.39435468,-115.8523646
56.64336569,-118.1576797
55.35266659,-115.9279718
55.31202627,-119.078823
56.56112058,-116.7785139
57.80892099,-119.1577368
56.51755544,-121.4554049
56.47510743,-118.2087708
55.1844998,-115.9884674
56.98074626,-115.9884674
56.9375484,-112.7017231
56.89442125,-115.9846756
58.14186504,-118.3860769
56.85029805,-120.7041059
58.09778933,-118.3056692
59.89320196,-118.3056692
58.60048599,-120.7384446
59.84602095,-118.2153217
58.55333803,-120.6448267
56.75754676,-120.6448267
58.55333803,-120.6448267
58.50744881,-117.2124476
57.21565464,-114.8715491
55.41947687,-114.8715491
56.6684624,-117.1783971
57.9161485,-119.5647089
57.87137806,-116.1931749
57.82668475,-119.5605304
57.78206822,-116.1973339
59.02853699,-113.7343805
57.73640776,-116.1088381
59.5319216,-116.1088381
59.48423282,-112.5777409
58.1917993,-114.9825113
56.90020166,-112.6613905
58.14763921,-115.0631808
56.85606868,-112.7447947
58.65183182,-112.7447947
58.60576604,-116.1868139
56.80998976,-116.1868139
55.51919893,-118.425933
56.76808309,-120.7388903
58.01566265,-118.3459539
59.81109821,-118.3459539
58.51843967,-115.918863
57.22663857,-113.5772684
58.47372184,-116.0012744
56.6779078,-116.0012744
57.92558382,-118.3882124
56.12961217,-118.3882124
57.92558382,-118.3882124
57.8807971,-115.0157962
59.12715505,-112.5457639
57.83496088,-114.9267037
59.63044705,-114.9267037
59.58257132,-111.3852937
57.78707171,-111.3852937
59.58257132,-111.3852937
58.29007071,-113.7967277
56.49420401,-113.7967277
58.29007071,-113.7967277
56.49420401,-113.7967277
57.74207542,-111.4218986
55.94605071,-111.4218986
57.74207542,-111.4218986
57.69760376,-114.7772556
57.65320797,-111.4260016
58.89982064,-113.8797873
57.60777544,-116.2458477
57.56353234,-112.9028447
58.81024467,-115.350298
57.51825745,-112.9900392
57.47416576,-116.3248682
56.18299766,-114.0472368
57.4311967,-116.4018858
56.14005358,-114.1267954
57.3882975,-116.4786921
59.18390946,-116.4786921
59.13687242,-112.9834635
59.08992245,-116.4739098
59.04305916,-119.9595981
57.75092041,-117.5841887
58.99742403,-115.1234588
58.95073081,-111.6470999
57.65865248,-114.016473
57.61432299,-117.3641431
56.32307283,-115.0781749
57.57112492,-112.714494
59.36668527,-112.714494
58.07433128,-115.1113567
59.32047056,-117.5954062
58.02814764,-119.9891769
57.98318344,-116.6071352
56.69171309,-114.2988648
57.93937437,-111.9110108
57.89456385,-115.2847174
56.60314697,-117.5875812
56.56056178,-114.3336253
55.26990783,-112.1085579
56.51904466,-114.4063161
56.47659427,-111.159555
58.27246602,-111.159555
59.51837945,-113.6581506
57.7228618,-113.6581506
59.51837945,-113.6581506
58.22592269,-116.0652298
56.93430402,-118.3884691
58.1817048,-115.9843808
58.13647296,-119.3809573
59.93187479,-119.3809573
58.13647296,-119.3809573
59.93187479,-119.3809573
58.63913164,-116.9454934
56.84336488,-116.9454934
58.09086362,-114.5475217
56.79932782,-116.8624033
56.75642586,-120.1332944
58.0040179,-117.7411355
57.95909555,-121.1209067
57.91425095,-117.7453527
56.11827604,-117.7453527
56.07645991,-120.958356
57.32477014,-118.6105209
58.57174592,-116.1797403
59.81731428,-118.7006916
59.76908094,-115.1395265
58.47645165,-117.5637206
57.18467699,-119.9026588
57.14114306,-116.5978698
55.85016649,-114.3397512
57.64621899,-114.3397512
56.35495003,-116.6276271
56.31276095,-113.3947928
57.56082388,-115.7578059
58.80753922,-118.2050685
57.51555374,-115.8449845
59.31112976,-115.8449845
58.01881311,-118.2381313
56.72732116,-115.9276785
58.52312107,-115.9276785
57.23131702,-118.2695696
59.02697342,-118.2695696
57.23131702,-118.2695696
58.47839517,-120.6938976
56.68258246,-120.6938976
57.93025349,-118.3066495
59.72571295,-118.3066495
59.67765541,-114.7552005
58.38508943,-117.1731196
58.33949954,-113.7570603
58.29399026,-117.1687292
58.24856126,-120.576029
59.49450204,-118.079199
58.20206154,-120.4846632
56.40616956,-120.4846632
58.20206154,-120.4846632
56.40616956,-120.4846632
57.65413408,-118.1155849
56.36286045,-120.4039348
56.32065882,-117.1704324
57.56871345,-114.8069079
57.52453651,-118.1463381
58.77129206,-120.5910497
58.72501081,-117.1372517
58.67881321,-120.586475
58.6326989,-117.1418038
58.5866675,-120.5819453
59.83221853,-118.0598671
58.03678887,-118.0598671
56.745286,-120.3714229
55.45453093,-118.1359701
55.4137368,-121.2949191
55.37300436,-118.1392193
57.1691957,-118.1392193
55.87820318,-120.3989657
57.12671907,-118.0636845
57.08328104,-121.3633206
57.03991467,-118.0675336
55.24368553,-118.0675336
57.03991467,-118.0675336
55.74899537,-115.8152651
55.70775211,-112.6326145
57.50384594,-112.6326145
58.75062439,-115.0758744
58.70438053,-111.624121
56.90863239,-111.624121
55.61778671,-113.8688582
57.4139067,-113.8688582
58.66078445,-116.3058315
57.36889308,-113.9551771
56.07778605,-116.2265955
57.32609491,-113.8786758
56.03501256,-111.6097714
57.28336593,-113.9549686
59.07900758,-113.9549686
59.03216441,-117.4395529
57.74003281,-115.0648577
55.9440075,-115.0648577
55.90246308,-118.2634487
55.86098307,-115.06827
57.10951674,-112.7340716
55.31330797,-112.7340716
57.10951674,-112.7340716
57.06610711,-116.0321821
58.31336522,-113.6191621
58.26790207,-117.0283204
56.97625747,-114.7024684
58.22361293,-112.2955456
56.42772714,-112.2955456
58.22361293,-112.2955456
59.46958223,-114.7905361
58.17715867,-112.3867547
56.88557002,-114.7069679
56.84252775,-117.985372
58.63829474,-117.985372
57.3464177,-120.3345893
57.3026146,-117.0153171
59.0982508,-117.0153171
57.80607572,-114.6362816
59.05251759,-117.1009519
57.25686842,-117.1009519
58.50391863,-114.6748638
59.7495656,-117.1907074
59.70146238,-113.6367343
59.65345121,-117.1856215
58.36090192,-114.7693572
56.56505555,-114.7693572
55.27439916,-116.9946758
57.07061931,-116.9946758
55.77968269,-119.2487148
57.02830017,-121.5778178
55.23206764,-121.5778178
57.02830017,-121.5778178
55.73738742,-119.326218
55.696162,-116.1445101
56.94486529,-113.8206138
55.14860832,-113.8206138
56.94486529,-113.8206138
55.14860832,-113.8206138
56.3978672,-116.1110643
56.35560999,-112.8746016
56.31341986,-116.1074917
57.5614821,-113.744436
58.80819671,-111.297127
57.01247815,-111.297127
58.25979441,-113.7065033
56.96815483,-111.3811565
58.21551904,-113.7875312
58.17022795,-117.1873285
56.37432682,-117.1873285
57.62232493,-119.554335
59.41787086,-119.554335
57.62232493,-119.554335
59.41787086,-119.554335
59.37039714,-116.0350879
59.32301252,-119.5494299
57.52743985,-119.5494299
55.73135288,-119.5494299
56.98002005,-117.2233433
56.93682338,-113.9366629
56.89369742,-117.2195519
58.14114199,-114.8181993
56.34523248,-114.8181993
56.3030588,-118.0502135
57.55113194,-120.4125988
55.75505185,-120.4125988
55.71379929,-117.2294561
57.50989136,-117.2294561
58.75666312,-114.7857722
56.96092988,-114.7857722
55.16467762,-114.7857722
56.96092988,-114.7857722
55.67005497,-112.5380424
57.46615975,-112.5380424
59.26174971,-112.5380424
57.96946611,-114.927898
59.76491459,-114.927898
59.71678193,-118.4834975
58.42418891,-116.0628977
59.669928,-118.5727683
57.87445291,-118.5727683
57.8297543,-115.2051263
59.62524192,-115.2051263
59.5773761,-118.7459896
58.28487904,-121.1570705
56.48901086,-121.1570705
56.44660847,-117.9128693
57.69453026,-115.5411535
57.6501397,-118.8921243
56.35886843,-121.180235
56.31667314,-117.9470697
56.27454468,-114.717463
56.23248282,-111.4913994
56.1904873,-114.7139348
56.14855786,-117.9329571
56.10669427,-121.1484811
57.354973,-118.798717
59.15059438,-118.798717
57.8583847,-116.4162303
56.56698955,-114.1155649
55.27633211,-111.8901381
55.23580654,-115.0349548
57.03203798,-115.0349548
56.98875594,-118.326215
55.69786542,-116.0768887
55.65670063,-119.2553923
55.61559887,-116.0802178
55.57455991,-112.9083588
56.82338763,-115.2247247
58.07090784,-112.8280917
58.02586934,-116.2141658
59.82130205,-116.2141658
59.77306104,-119.7757553
59.72491275,-116.2192919
57.92945306,-116.2192919
59.72491275,-116.2192919
58.4323141,-113.7981341
59.67804381,-116.3086119
58.38547757,-118.7265576
58.33988699,-115.3104609
57.04819773,-117.6408097
58.84390613,-117.6408097
57.04819773,-117.6408097
55.75727376,-115.3880639
57.0059143,-117.7157671
55.71501414,-119.9660792
56.96369808,-117.6410101
55.67282162,-119.8888987
55.63169519,-116.7124215
55.59063165,-119.8855779
56.83944296,-117.5682201
56.79647581,-120.8426006
56.75357847,-117.5719572
58.54937087,-117.5719572
56.75357847,-117.5719572
56.71075068,-114.3050346
58.50655532,-114.3050346
59.75219925,-111.7889929
57.9567472,-111.7889929
56.66529284,-114.0956472
57.91298233,-116.4817489
59.15930404,-118.9540994
57.8670886,-121.3371616
56.07110005,-121.3371616
57.31941587,-118.9896679
59.11504732,-118.9896679
57.82286115,-116.6095263
59.06928419,-119.0753987
57.77712819,-121.4525294
59.57263059,-121.4525294
57.77712819,-121.4525294
56.48578161,-119.1567828
58.28165072,-119.1567828
56.98999761,-116.8300736
58.78572257,-116.8300736
58.73941519,-120.285301
58.69319158,-116.8346554
58.64705137,-120.2807418
56.85128687,-120.2807418
58.0987771,-117.8822387
56.3028554,-117.8822387
56.2607488,-121.1106823
56.21870871,-117.885777
56.17673488,-114.6643949
57.42494047,-117.0186421
57.38100583,-120.3450012
55.58487626,-120.3450012
55.54388416,-117.1756147
55.50295445,-120.3417095
56.75185515,-118.0297501
55.46109646,-115.7939257
56.71003973,-113.4845328
58.50584458,-113.4845328
58.46004015,-116.9122863
57.1682758,-119.2501882
58.96395008,-119.2501882
57.1682758,-119.2501882
58.96395008,-119.2501882
58.91731819,-115.777191
58.87077152,-112.3088639
57.57874516,-114.6730391
57.53455124,-118.0133859
57.49043205,-114.6770728
58.73722533,-112.2347529
58.69100568,-115.6851822
57.39909502,-118.037771
56.10797052,-115.7645744
57.35624791,-118.1144199
59.15186894,-118.1144199
57.85965842,-120.4969908
57.81498525,-117.1307271
56.52361608,-119.4287622
57.77145631,-117.0520043
57.72693442,-113.69393
55.93090532,-113.69393
57.72693442,-113.69393
58.97346485,-111.234909
57.68137168,-113.605765
56.39008196,-115.895748
58.18597856,-115.895748
59.43199083,-118.3879695
58.13959274,-115.9867212
59.38565786,-113.4979026
58.09329108,-115.8960374
58.04821362,-119.284227
56.75670381,-121.5964845
58.00429556,-119.204307
57.95937272,-115.8245097
57.91452765,-119.2000897
56.11855281,-119.2000897
57.36681917,-121.5506113
59.1624372,-121.5506113
57.36681917,-121.5506113
57.32298194,-118.2295013
58.56995969,-115.7988446
57.27812603,-118.1437085
58.52515296,-115.7161537
59.77077535,-118.2335937
59.72263144,-114.6773727
58.43003437,-117.0983739
56.63420782,-117.0983739
55.34351373,-119.3275674
56.59257621,-117.0253469
58.38841468,-117.0253469
58.34281891,-120.441727
56.54696735,-120.441727
55.25632079,-118.2174192
57.05254623,-118.2174192
57.00923047,-114.924349
56.96598589,-111.6350988
56.92281221,-114.9205462
58.17022539,-117.3238595
59.41625562,-114.8327949
58.12386818,-117.2329847
59.91927353,-117.2329847
59.87084338,-120.805038
58.07542451,-120.805038
56.78389812,-118.4911072
55.49312173,-116.2534683
55.45226913,-119.4154985
55.41147842,-116.25673
55.37074939,-113.1012098
55.33008183,-116.2534947
55.2894755,-113.104432
56.53859259,-115.4033744
56.49611092,-112.1549445
57.74398031,-114.5298985
56.45265346,-116.8236459
58.24853208,-116.8236459
59.4944729,-114.326818
58.20203242,-111.9213558
56.91042847,-114.2431114
58.7061761,-114.2431114
57.41425574,-116.5966727
59.20986036,-116.5966727
59.16277518,-113.098799
59.11577729,-116.5918769
59.0688663,-120.0801835
59.0220418,-116.5966242
58.97530341,-113.1177881
58.92865073,-116.5919247
57.63658678,-118.9598596
58.88321795,-116.5072506
57.59118353,-118.8722331
59.38673822,-118.8722331
59.33932296,-115.3562045
58.04698738,-117.7512353
58.00199046,-121.1350523
59.2482117,-118.6562641
57.95593713,-121.0452194
57.911098,-117.6699614
59.15742184,-115.1977468
57.86520764,-112.814809
59.11158312,-115.2837204
59.06467987,-111.7958389
57.26903415,-111.7958389
57.22536013,-115.1081626
57.18175872,-111.799745
57.13822963,-115.104274
58.93391245,-115.104274
58.88733548,-111.6342868
57.59529838,-113.9995365
56.30405941,-116.2843687
57.5521315,-113.9219187
56.26091786,-111.639659
58.05685164,-111.639659
56.26091786,-111.639659
56.2188775,-114.8645785
57.46703898,-112.5076239
57.42303359,-115.8377976
57.37910215,-112.511611
58.62601822,-114.9461618
58.57999882,-118.3856482
59.82555759,-120.9072226
58.03012607,-120.9072226
59.82555759,-120.9072226
58.53288896,-118.4791329
56.73709185,-118.4791329
55.44634129,-116.2441433
55.40555956,-113.0858473
57.20174139,-113.0858473
55.40555956,-113.0858473
57.20174139,-113.0858473
58.44885185,-115.5081416
56.65303069,-115.5081416
55.3623263,-113.2778905
55.32167143,-116.4295074
55.28107775,-113.28111
56.53020331,-115.579544
56.48773508,-112.3318305
56.44533472,-115.5759231
58.24121544,-115.5759231
56.94958734,-113.2517328
55.15333175,-113.2517328
56.40258589,-115.5424668
57.65055419,-113.1736218
56.35928268,-115.4617573
56.31708673,-118.6949575
56.27495762,-115.4653159
57.52306028,-113.1047468
55.72697203,-113.1047468
55.6857626,-116.2856095
55.64461636,-119.4631333
55.60353308,-116.2889345
56.8523312,-118.6070893
55.56151688,-116.365563
55.52056035,-119.5330726
57.31670865,-119.5330726
57.27295517,-116.2164722
57.22927462,-112.9037973
57.18566671,-116.2125645
55.89466481,-118.4732681
57.14316369,-116.1369507
57.09969847,-119.4380469
58.3469201,-117.0227379
56.55106972,-117.0227379
56.50856808,-120.2722341
57.75642426,-117.8964635
57.71192808,-121.2531469
58.95847528,-118.7951937
57.16279944,-118.7951937
55.87181056,-121.0545687
57.12033306,-118.7196896
57.07690557,-115.42062
55.78596539,-117.6750219
57.58203651,-117.6750219
56.29080533,-115.3909808
57.53889135,-113.0293879
55.7428077,-113.0293879
57.53889135,-113.0293879
56.24768546,-115.31086
58.04362305,-115.31086
59.28979716,-117.7926729
57.49421512,-117.7926729
57.45016397,-114.4600311
56.15900984,-112.1838199
56.11712985,-115.4002151
56.07531551,-118.6131231
57.32362694,-116.2653609
57.27986191,-112.9481387
58.52688693,-115.3758134
56.7310881,-115.3758134
57.97870728,-117.7662846
57.93382876,-114.388891
59.72928722,-114.388891
58.43668554,-116.8103491
57.14493585,-114.4739199
55.34873742,-114.4739199
56.59779462,-116.7764579
57.84555603,-114.3948188
56.55416856,-112.0949317
57.80197636,-114.4736971
56.00596898,-114.4736971
57.25435253,-112.1303442
58.50140549,-114.5562589
58.45560897,-111.128937
57.1638474,-113.4665593
57.12034797,-116.7694942
58.91603587,-116.7694942
57.62398012,-114.4023799
59.41952558,-114.4023799
59.37204876,-117.9217982
58.07969115,-120.3190203
59.32582435,-117.8345799
58.03349784,-120.2287083
56.23755733,-120.2287083
56.19555381,-117.0057477
57.44373971,-119.361203
56.15258931,-117.0853716
57.40082013,-114.7326722
58.6477123,-112.2966105
57.35582926,-114.6464293
56.06472978,-112.375779
57.86072016,-112.375779
57.81604517,-115.7421416
59.06247586,-113.2767575
57.77032434,-115.653441
55.9743078,-115.653441
57.77032434,-115.653441
59.56582865,-115.653441
59.51807566,-119.1880793
58.2256191,-116.7810206
59.47158612,-114.2858824
58.17916119,-111.8819657
56.38326263,-111.8819657
56.34102862,-115.1171926
56.2988616,-118.3488521
56.25676132,-121.5769597
58.05269629,-121.5769597
59.84812151,-121.5769597
58.05269629,-121.5769597
58.00768946,-118.1926044
56.21174151,-118.1926044
56.16977864,-121.4134035
57.4179915,-119.0596025
58.66486475,-121.4968605
56.86910534,-121.4968605
58.11657639,-119.0971612
59.36266769,-116.610027
57.56710621,-116.610027
55.77103075,-116.610027
57.56710621,-116.610027
55.77103075,-116.610027
55.72975362,-119.7944689
56.97842243,-117.468482
55.68753771,-115.2197489
57.48363742,-115.2197489
55.68753771,-115.2197489
55.64638875,-118.3974164
56.89514304,-120.7182232
58.14258605,-118.3167734
56.85101862,-115.9986998
58.64678319,-115.9986998
58.60072649,-119.4402232
57.30887333,-117.0934017
56.0178009,-114.8255069
55.97614172,-111.6208325
57.77215773,-111.6208325
56.48081411,-113.9162791
58.27668464,-113.9162791
59.52259324,-111.4173716
59.47492211,-114.947496
59.42734099,-111.4223329
57.63179773,-111.4223329
59.42734099,-111.4223329
58.13494605,-113.8232682
56.33903477,-113.8232682
57.58707006,-116.1879836
58.83375627,-113.738872
58.78736176,-117.1988673
57.49538929,-114.8400852
56.20420882,-117.1189742
57.45238566,-114.7629629
56.16123023,-117.0393054
56.11934676,-113.8227251
57.36761229,-116.1732975
58.614541,-118.6070498
59.86005962,-121.1312362
58.06463773,-121.1312362
59.86005962,-121.1312362
58.06463773,-121.1312362
59.86005962,-121.1312362
58.56736687,-118.7007592
56.77157962,-118.7007592
55.48081003,-116.4638183
56.72973326,-118.7744191
58.52553248,-118.7744191
56.72973326,-118.7744191
58.52553248,-118.7744191
57.23372691,-116.4323752
55.94269758,-118.6958772
57.19114675,-116.3565299
58.98681454,-116.3565299
57.69471265,-118.7282577
56.40341503,-116.4374739
57.65138245,-118.8063729
58.89799715,-116.3527165
57.60595313,-113.9867746
58.85261837,-116.4372185
57.56060377,-114.0742196
58.80731936,-111.6269725
58.76097283,-115.0843417
57.46901733,-117.4414238
56.17785223,-115.1640972
57.42605664,-117.5184161
58.672921,-119.9562364
57.38102189,-117.6048056
59.17663591,-117.6048056
59.12961235,-114.1103176
57.83741656,-116.4914194
59.08382326,-114.0245034
57.79165769,-111.6464171
57.74710121,-115.0063629
58.99360911,-112.5459053
57.19794324,-112.5459053
58.99360911,-112.5459053
57.70150277,-114.9180771
57.65710033,-111.5664639
59.45263647,-111.5664639
59.40509735,-115.0893133
57.60954783,-115.0893133
56.31830048,-112.8036304
57.56635759,-115.1670021
57.52218463,-118.5062171
57.47808632,-115.1710306
56.18691594,-117.4488942
56.14499212,-114.2301703
57.39323088,-111.8779574
59.18884144,-111.8779574
59.14179526,-115.3736883
57.34617138,-115.3736883
59.14179526,-115.3736883
57.34617138,-115.3736883
59.14179526,-115.3736883
57.34617138,-115.3736883
58.59312366,-112.9414244
57.30127532,-115.2877618
58.54827688,-112.8586073
56.75248416,-112.8586073
55.46172512,-115.0944673
56.71066776,-117.4038987
56.66790936,-120.6671098
55.37719682,-118.4360218
56.62622521,-120.7402914
58.42205404,-120.7402914
59.66779559,-118.2305803
59.6198487,-114.6852425
59.57199314,-118.2255397
58.27949976,-120.6362548
56.98784799,-118.3096797
58.23519091,-115.9019725
58.18986531,-112.5002981
59.43587314,-114.9928052
59.38836557,-118.5139166
59.34094726,-114.9977199
59.29361777,-111.4864127
57.49803681,-111.4864127
56.2068548,-113.7654587
57.45502887,-111.4092772
57.41104368,-114.7383616
56.11991226,-117.0122627
56.07809357,-113.7991233
57.87408009,-113.7991233
56.58267552,-111.4975048
56.5401232,-114.7497058
56.49763908,-111.5011451
56.45522291,-114.7460812
56.41287442,-117.9874084
58.20876447,-117.9874084
58.16348523,-114.588255
58.11828526,-117.9830992
56.82673271,-120.2996718
58.62250421,-120.2996718
59.86801356,-117.7748823
59.81968251,-114.2083127
59.77144461,-117.7697299
59.72329942,-114.2134379
58.43070189,-116.6344849
57.13895594,-114.2984327
58.93463855,-114.2984327
58.88806026,-117.7684927
58.84156695,-121.2338971
57.04585788,-121.2338971
58.29313796,-118.8222544
56.49727215,-118.8222544
56.45485657,-115.5773496
56.41250866,-112.3360536
56.37022818,-115.5737563
58.16613049,-115.5737563
58.1209259,-118.9688518
59.91633206,-118.9688518
58.62359985,-121.4032344
59.86910792,-118.8783619
58.07368857,-118.8783619
59.86910792,-118.8783619
58.57640884,-116.447258
59.82197178,-118.9685612
58.52930566,-116.5407193
59.77492324,-114.0229668
58.48228989,-111.5983704
56.6864783,-111.5983704
57.93414516,-113.9858769
59.18044303,-111.5119994
57.88821356,-113.8964595
56.5968005,-116.1989371
55.30612682,-113.9718418
55.26555652,-117.1190104
55.22504711,-113.9750433
56.47422914,-111.6799944
56.43185034,-114.9229375
56.38953908,-118.1622802
56.34729511,-114.9265224
57.5953217,-112.5612712
58.84199875,-115.0109648
57.54999102,-117.3732762
56.25877864,-119.6554086
57.50689828,-117.2958837
57.46282575,-120.6296788
57.41882744,-117.2998874
56.12769151,-115.0255271
56.08586063,-118.2393137
57.33416107,-115.8908792
57.29037845,-112.5727099
57.24666888,-115.8869466
58.49373024,-113.4615615
57.20194471,-111.121531
58.99760945,-111.121531
58.95091589,-114.5979086
58.90430784,-111.1262182
57.10861661,-111.1262182
58.35582854,-113.5421358
59.60164633,-116.0469116
58.30913264,-118.4596432
56.51327142,-118.4596432
58.30913264,-118.4596432
56.51327142,-118.4596432
55.22264314,-120.6820711
57.01887843,-120.6820711
56.97561801,-117.3919709
56.93242856,-114.1056774
58.72816992,-114.1056774
58.68196662,-117.5552126
59.92740667,-120.0845159
59.87896077,-116.5115906
58.08354417,-116.5115906
59.329673,-118.9963121
58.0373439,-116.6019265
56.74584069,-118.9135164
57.99344408,-121.3049699
56.19749202,-121.3049699
57.99344408,-121.3049699
56.70196752,-118.9960715
56.65922317,-115.7336118
55.36851539,-113.5030124
56.61755257,-115.8067535
55.32686757,-113.5784948
56.57594689,-111.2772853
58.37179013,-111.2772853
56.57594689,-111.2772853
56.53340536,-114.5289101
55.24276616,-112.3053594
56.49193035,-114.6014775
55.20131362,-112.3802382
56.99755516,-112.3802382
55.20131362,-112.3802382
56.45051954,-114.6738569
55.15992518,-112.4549195
56.4091727,-114.7460493
57.65713404,-117.1153233
57.61280713,-113.7677927
58.85946476,-116.2187206
57.06376078,-116.2187206
58.31102144,-113.8058603
59.55689068,-111.3044108
59.50915463,-114.8381149
